muni_code;muni_name;uf_code;uf_acr;tipo_regiao;bioma;altitude;koppen;pop22
2110708;S√£o Domingos Do Maranh√£o;21;MA;n„o metropolitana;cerrado;224,74;Aw;33837
2110807;S√£o F√©lix De Balsas;21;MA;n„o metropolitana;cerrado;299,27;Aw;4402
2110856;S√£o Francisco Do Brej√£o;21;MA;n„o metropolitana;amazonia;322,88;Aw;8837
2110906;S√£o Francisco Do Maranh√£o;21;MA;n„o metropolitana;cerrado;205,34;Aw;12049
2111003;S√£o Jo√£o Batista;21;MA;n„o metropolitana;amazonia;6,35;Am;18559
2111029;S√£o Jo√£o Do Car√∫;21;MA;n„o metropolitana;amazonia;97,05;Am;12297
2111052;S√£o Jo√£o Do Para√≠so;21;MA;n„o metropolitana;cerrado;315,54;Aw;9622
2111078;S√£o Jo√£o Do Soter;21;MA;n„o metropolitana;cerrado;130,43;Aw;16083
2111102;S√£o Jo√£o Dos Patos;21;MA;n„o metropolitana;cerrado;305,2;Aw;25452
2111201;S√£o Jos√© De Ribamar;21;MA;metropolitana;amazonia;11,38;As;269657
2111250;S√£o Jos√© Dos Bas√≠lios;21;MA;n„o metropolitana;cerrado;86,61;Aw;6977
2111300;S√£o Lu√≠s;21;MA;metropolitana;amazonia;15,09;Aw;1061374
2111409;S√£o Lu√≠s Gonzaga Do Maranh√£o;21;MA;n„o metropolitana;cerrado;51,89;Aw;17870
2111508;S√£o Mateus Do Maranh√£o;21;MA;n„o metropolitana;cerrado;31,49;Aw;38902
2111532;S√£o Pedro Da √Ågua Branca;21;MA;n„o metropolitana;amazonia;137,29;Aw;14379
2111573;S√£o Pedro Dos Crentes;21;MA;n„o metropolitana;cerrado;361,78;Aw;5764
2111607;S√£o Raimundo Das Mangabeiras;21;MA;n„o metropolitana;cerrado;358,71;Aw;18593
2111631;S√£o Raimundo Do Doca Bezerra;21;MA;n„o metropolitana;cerrado;188,7;Aw;5646
2111672;S√£o Roberto;21;MA;n„o metropolitana;cerrado;157,06;Aw;4548
2111706;S√£o Vicente Ferrer;21;MA;n„o metropolitana;amazonia;22;Aw;19446
2111722;Satubinha;21;MA;n„o metropolitana;amazonia;31,49;Aw;8821
2111748;Senador Alexandre Costa;21;MA;n„o metropolitana;cerrado;143,24;Aw;10087
2111763;Senador La Rocque;21;MA;n„o metropolitana;amazonia;248,12;Aw;14688
2111789;Serrano Do Maranh√£o;21;MA;n„o metropolitana;amazonia;26,2;As;10194
2111805;S√≠tio Novo;21;MA;n„o metropolitana;cerrado;311,83;Aw;16626
2111904;Sucupira Do Norte;21;MA;n„o metropolitana;cerrado;319,44;Aw;10247
2111953;Sucupira Do Riach√£o;21;MA;n„o metropolitana;cerrado;312,86;Aw;4966
2112001;Tasso Fragoso;21;MA;n„o metropolitana;cerrado;417,23;Aw;8891
2112100;Timbiras;21;MA;n„o metropolitana;cerrado;86,32;Aw;26501
2112209;Timon;21;MA;metropolitana;cerrado;140,18;Aw;175044
2112233;Trizidela Do Vale;21;MA;n„o metropolitana;cerrado;56,7;Aw;22438
2112274;Tufil√¢ndia;21;MA;n„o metropolitana;amazonia;27,94;Aw;5502
2112308;Tuntum;21;MA;n„o metropolitana;cerrado;194,1;Aw;34411
2112407;Turia√ßu;21;MA;n„o metropolitana;amazonia;33,97;Am;37522
2112456;Turil√¢ndia;21;MA;n„o metropolitana;amazonia;25,61;Am;31875
2112506;Tut√≥ia;21;MA;n„o metropolitana;cerrado;45,59;As;53346
2112605;Urbano Santos;21;MA;n„o metropolitana;cerrado;83,28;Aw;32792
2112704;Vargem Grande;21;MA;n„o metropolitana;cerrado;58,13;Aw;48430
2112803;Viana;21;MA;n„o metropolitana;amazonia;15,95;Am;51449
2112852;Vila Nova Dos Mart√≠rios;21;MA;n„o metropolitana;amazonia;198,92;Aw;10138
2112902;Vit√≥ria Do Mearim;21;MA;n„o metropolitana;amazonia;13,17;Am;30478
2113009;Vitorino Freire;21;MA;n„o metropolitana;amazonia;52,65;Aw;30067
2114007;Z√© Doca;21;MA;n„o metropolitana;amazonia;72,66;Am;40786
2200053;Acau√£;22;PI;n„o metropolitana;caatinga;471,59;BSh;6422
2200103;Agricol√¢ndia;22;PI;n„o metropolitana;cerrado;297,59;Aw;4962
2200202;√Ågua Branca;22;PI;n„o metropolitana;cerrado;233,07;Aw;17642
2200251;Alagoinha Do Piau√≠;22;PI;n„o metropolitana;caatinga;444,92;BSh;6819
2200277;Alegrete Do Piau√≠;22;PI;n„o metropolitana;caatinga;486,82;BSh;4571
2200301;Alto Long√°;22;PI;n„o metropolitana;cerrado;163,68;Aw;13185
2200400;Altos;22;PI;metropolitana;cerrado;172,39;Aw;46826
2200459;Alvorada Do Gurgu√©ia;22;PI;n„o metropolitana;caatinga;375,75;Aw;5327
2200509;Amarante;22;PI;n„o metropolitana;cerrado;164,11;Aw;17194
2200608;Angical Do Piau√≠;22;PI;n„o metropolitana;cerrado;217,49;Aw;6827
2200707;An√≠sio De Abreu;22;PI;n„o metropolitana;caatinga;490,81;Aw;9401
2200806;Ant√¥nio Almeida;22;PI;n„o metropolitana;cerrado;339,9;Aw;3155
2200905;Aroazes;22;PI;n„o metropolitana;cerrado;246,97;Aw;5369
2200954;Aroeiras Do Itaim;22;PI;n„o metropolitana;caatinga;264,97;BSh;2709
2201002;Arraial;22;PI;n„o metropolitana;caatinga;189,93;Aw;4519
2201051;Assun√ß√£o Do Piau√≠;22;PI;n„o metropolitana;caatinga;611,51;As;7467
2201101;Avelino Lopes;22;PI;n„o metropolitana;caatinga;495,11;Aw;10806
2201150;Baixa Grande Do Ribeiro;22;PI;n„o metropolitana;cerrado;476,51;Aw;13273
2201176;Barra D'alc√¢ntara;22;PI;n„o metropolitana;cerrado;344,46;Aw;3998
2201200;Barras;22;PI;n„o metropolitana;cerrado;103,01;As;47909
2201309;Barreiras Do Piau√≠;22;PI;n„o metropolitana;cerrado;468,49;Aw;3271
2201408;Barro Duro;22;PI;n„o metropolitana;cerrado;197,54;Aw;6641
2201507;Batalha;22;PI;n„o metropolitana;cerrado;92,88;As;26300
2201556;Bela Vista Do Piau√≠;22;PI;n„o metropolitana;caatinga;321,97;BSh;4093
2201572;Bel√©m Do Piau√≠;22;PI;n„o metropolitana;caatinga;366,67;BSh;3425
2201606;Beneditinos;22;PI;metropolitana;cerrado;117,71;Aw;9803
2201705;Bertol√≠nia;22;PI;n„o metropolitana;cerrado;313,78;Aw;5579
2201739;Bet√¢nia Do Piau√≠;22;PI;n„o metropolitana;caatinga;476,74;BSh;6222
2201770;Boa Hora;22;PI;n„o metropolitana;cerrado;115,27;As;6989
2201804;Bocaina;22;PI;n„o metropolitana;caatinga;320,95;BSh;4078
2201903;Bom Jesus;22;PI;n„o metropolitana;cerrado;504,51;Aw;28857
2201919;Bom Princ√≠pio Do Piau√≠;22;PI;n„o metropolitana;caatinga;61,84;As;5636
2201929;Bonfim Do Piau√≠;22;PI;n„o metropolitana;caatinga;438,01;BSh;5918
2201945;Boqueir√£o Do Piau√≠;22;PI;n„o metropolitana;cerrado;123,57;As;6594
2201960;Brasileira;22;PI;n„o metropolitana;cerrado;137,56;As;8438
2201988;Brejo Do Piau√≠;22;PI;n„o metropolitana;caatinga;391,65;Aw;3899
2202000;Buriti Dos Lopes;22;PI;n„o metropolitana;cerrado;52,2;As;19545
2202026;Buriti Dos Montes;22;PI;n„o metropolitana;caatinga;391,76;As;7440
2202059;Cabeceiras Do Piau√≠;22;PI;n„o metropolitana;cerrado;110,73;As;10001
2202075;Cajazeiras Do Piau√≠;22;PI;n„o metropolitana;caatinga;173,63;Aw;3113
2202083;Cajueiro Da Praia;22;PI;n„o metropolitana;caatinga;12,66;As;7963
2202091;Caldeir√£o Grande Do Piau√≠;22;PI;n„o metropolitana;caatinga;652,91;BSh;5503
2202109;Campinas Do Piau√≠;22;PI;n„o metropolitana;caatinga;268,68;BSh;4948
2202117;Campo Alegre Do Fidalgo;22;PI;n„o metropolitana;caatinga;380,78;BSh;4605
2202133;Campo Grande Do Piau√≠;22;PI;n„o metropolitana;caatinga;388,07;BSh;6011
2202174;Campo Largo Do Piau√≠;22;PI;n„o metropolitana;cerrado;84,29;Aw;7422
2202208;Campo Maior;22;PI;n„o metropolitana;cerrado;147,29;As;45252
2202251;Canavieira;22;PI;n„o metropolitana;caatinga;260,39;Aw;3409
2202307;Canto Do Buriti;22;PI;n„o metropolitana;caatinga;453,61;Aw;19355
2202406;Capit√£o De Campos;22;PI;n„o metropolitana;cerrado;176,55;As;11108
2202455;Capit√£o Gerv√°sio Oliveira;22;PI;n„o metropolitana;caatinga;354,66;BSh;3974
2202505;Caracol;22;PI;n„o metropolitana;caatinga;602,06;Aw;10326
2202539;Cara√∫bas Do Piau√≠;22;PI;n„o metropolitana;cerrado;66,05;As;5626
2202554;Caridade Do Piau√≠;22;PI;n„o metropolitana;caatinga;401,25;BSh;5040
2202604;Castelo Do Piau√≠;22;PI;n„o metropolitana;cerrado;262,19;As;19266
2202653;Caxing√≥;22;PI;n„o metropolitana;cerrado;52,87;As;5497
2202703;Cocal;22;PI;n„o metropolitana;caatinga;183,27;As;28121
2202711;Cocal De Telha;22;PI;n„o metropolitana;cerrado;148,25;As;4927
2202729;Cocal Dos Alves;22;PI;n„o metropolitana;caatinga;230,05;As;6362
2202737;Coivaras;22;PI;metropolitana;cerrado;174,22;Aw;4110
2202752;Col√¥nia Do Gurgu√©ia;22;PI;n„o metropolitana;caatinga;306,57;Aw;6157
2202778;Col√¥nia Do Piau√≠;22;PI;n„o metropolitana;caatinga;253,09;Aw;6991
2202802;Concei√ß√£o Do Canind√©;22;PI;n„o metropolitana;caatinga;319,27;BSh;4943
2202851;Coronel Jos√© Dias;22;PI;n„o metropolitana;caatinga;411,36;BSh;4243
2202901;Corrente;22;PI;n„o metropolitana;cerrado;535,84;Aw;27419
2203008;Cristal√¢ndia Do Piau√≠;22;PI;n„o metropolitana;cerrado;554,74;Aw;7369
2203107;Cristino Castro;22;PI;n„o metropolitana;cerrado;381,01;Aw;10509
2203206;Curimat√°;22;PI;n„o metropolitana;caatinga;447,77;Aw;11044
2203230;Currais;22;PI;n„o metropolitana;cerrado;482,37;Aw;4832
2203255;Curralinhos;22;PI;metropolitana;cerrado;180,2;Aw;4396
2203271;Curral Novo Do Piau√≠;22;PI;n„o metropolitana;caatinga;510,24;BSh;5073
2203305;Demerval Lob√£o;22;PI;metropolitana;cerrado;112,56;Aw;16359
2203354;Dirceu Arcoverde;22;PI;n„o metropolitana;caatinga;443,83;BSh;7061
2203404;Dom Expedito Lopes;22;PI;n„o metropolitana;caatinga;454,57;As;6315
2203420;Domingos Mour√£o;22;PI;n„o metropolitana;caatinga;236,68;As;4071
2203453;Dom Inoc√™ncio;22;PI;n„o metropolitana;caatinga;405,14;BSh;9036
2203503;Elesb√£o Veloso;22;PI;n„o metropolitana;cerrado;232,67;Aw;13574
2203602;Eliseu Martins;22;PI;n„o metropolitana;caatinga;324,75;Aw;4377
2203701;Esperantina;22;PI;n„o metropolitana;cerrado;84,36;Aw;40968
2203750;Fartura Do Piau√≠;22;PI;n„o metropolitana;caatinga;447,66;BSh;5284
2203800;Flores Do Piau√≠;22;PI;n„o metropolitana;caatinga;326,69;Aw;4415
2203859;Floresta Do Piau√≠;22;PI;n„o metropolitana;caatinga;258,47;BSh;2334
2203909;Floriano;22;PI;n„o metropolitana;cerrado;211,47;Aw;62593
2204006;Francin√≥polis;22;PI;n„o metropolitana;cerrado;297,64;Aw;4506
2204105;Francisco Ayres;22;PI;n„o metropolitana;caatinga;181,26;Aw;4407
2204154;Francisco Macedo;22;PI;n„o metropolitana;caatinga;458,42;BSh;2921
2204204;Francisco Santos;22;PI;n„o metropolitana;caatinga;399,62;BSh;8257
2204303;Fronteiras;22;PI;n„o metropolitana;caatinga;517,51;BSh;10293
2204352;Geminiano;22;PI;n„o metropolitana;caatinga;306,6;BSh;5447
